User ID,Question ID,Score
S10,Q9,1.0
S10,Q10,1.0
S10,Q11,1.0
S10,Q12,0.0
S10,Q13,1.0
S10,Q14,1.0
S10,Q15,1.0
S10,Q16,1.0
S11,Q1,1.0
S11,Q2,0.75
S11,Q3,1.0
S11,Q4,1.0
S11,Q5,0.6666666666666666
S11,Q6,1.0
S11,Q7,1.0
S11,Q8,0.0
S11,Q9,1.0
S11,Q10,0.0
S11,Q11,1.0
S11,Q12,0.0
S11,Q13,1.0
S11,Q14,1.0
S11,Q15,1.0
S11,Q16,1.0
S12,Q1,1.0
S12,Q2,0.75
S12,Q3,0.0
S12,Q4,1.0
S12,Q5,1.0
S12,Q6,1.0
S12,Q7,1.0
S12,Q8,0.0
S12,Q9,1.0
S12,Q10,1.0
S12,Q11,1.0
S12,Q12,1.0
S12,Q13,1.0
S12,Q14,0.5
S12,Q15,1.0
S12,Q16,1.0
S13,Q1,0.0
S13,Q2,0.5
S13,Q3,1.0
S13,Q4,1.0
S13,Q5,0.0
S13,Q6,1.0
S13,Q7,0.0
S13,Q8,0.0
S13,Q9,0.0
S13,Q10,1.0
S13,Q11,0.0
S13,Q12,1.0
S13,Q13,1.0
S13,Q14,0.0
S13,Q15,0.0
S13,Q16,0.0
S14,Q1,0.0
S14,Q2,1.0
S14,Q3,0.0
S14,Q4,0.0
S14,Q5,1.0
S14,Q6,1.0
S14,Q7,1.0
S14,Q8,0.0
S14,Q9,1.0
S14,Q10,1.0
S14,Q11,1.0
S14,Q12,0.0
S14,Q13,1.0
S14,Q14,1.0
S14,Q15,0.0
S14,Q16,0.0
S15,Q1,1.0
S15,Q2,0.5
S15,Q3,1.0
S15,Q4,1.0
S15,Q5,0.6666666666666666
S15,Q6,1.0
S15,Q7,1.0
S15,Q8,0.0
S15,Q9,1.0
S15,Q10,1.0
S15,Q11,0.0
S15,Q12,1.0
S15,Q13,1.0
S15,Q14,0.0
S15,Q15,0.0
S15,Q16,1.0
S16,Q1,
S16,Q2,
S16,Q3,
S16,Q4,
S16,Q5,
S16,Q6,
S16,Q7,
S16,Q8,
S16,Q9,
S16,Q10,
S16,Q11,
S16,Q12,
S16,Q13,
S16,Q14,
S16,Q15,
S16,Q16,
S17,Q1,0.0
S17,Q2,0.75
S17,Q3,0.0
S17,Q4,1.0
S17,Q5,0.6666666666666666
S17,Q6,1.0
S17,Q7,1.0
S17,Q8,1.0
S17,Q9,1.0
S17,Q10,1.0
S17,Q11,1.0
S17,Q12,0.0
S17,Q13,1.0
S17,Q14,1.0
S17,Q15,0.0
S17,Q16,1.0
S18,Q1,1.0
S18,Q2,0.75
S18,Q3,1.0
S18,Q4,1.0
S18,Q5,1.0
S18,Q6,1.0
S18,Q7,1.0
S18,Q8,1.0
S18,Q9,1.0
S18,Q10,1.0
S18,Q11,1.0
S18,Q12,1.0
S18,Q13,1.0
S18,Q14,1.0
S18,Q15,1.0
S18,Q16,1.0
S19,Q1,0.0
S19,Q2,0.75
S19,Q3,0.0
S19,Q4,0.5
S19,Q5,0.3333333333333333
S19,Q6,0.0
S19,Q7,1.0
S19,Q8,1.0
S19,Q9,1.0
S19,Q10,1.0
S19,Q11,1.0
S19,Q12,0.0
S19,Q13,1.0
S19,Q14,0.0
S19,Q15,0.0
S19,Q16,0.0
S20,Q1,0.0
S20,Q2,0.75
S20,Q3,1.0
S20,Q4,1.0
S20,Q5,1.0
S20,Q6,1.0
S20,Q7,0.0
S20,Q8,1.0
S20,Q9,1.0
S20,Q10,0.0
S20,Q11,1.0
S20,Q12,1.0
S20,Q13,1.0
S20,Q14,1.0
S20,Q15,0.0
S20,Q16,1.0
S21,Q1,1.0
S21,Q2,1.0
S21,Q3,1.0
S21,Q4,1.0
S21,Q5,0.6666666666666666
S21,Q6,1.0
S21,Q7,1.0
S21,Q8,1.0
S21,Q9,0.0
S21,Q10,0.0
S21,Q11,0.0
S21,Q12,0.0
S21,Q13,1.0
S21,Q14,1.0
S21,Q15,0.0
S21,Q16,0.0
S22,Q1,0.0
S22,Q2,0.5
S22,Q3,0.0
S22,Q4,1.0
S22,Q5,1.0
S22,Q6,1.0
S22,Q7,0.0
S22,Q8,1.0
S22,Q9,1.0
S22,Q10,1.0
S22,Q11,0.0
S22,Q12,1.0
S22,Q13,1.0
S22,Q14,1.0
S22,Q15,1.0
S22,Q16,0.0
S23,Q1,1.0
S23,Q2,0.5
S23,Q3,0.0
S23,Q4,1.0
S23,Q5,0.6666666666666666
S23,Q6,0.0
S23,Q7,1.0
S23,Q8,0.0
S23,Q9,0.0
S23,Q10,0.0
S23,Q11,0.0
S23,Q12,1.0
S23,Q13,0.5
S23,Q14,0.0
S23,Q15,0.0
S23,Q16,0.0
S24,Q1,1.0
S24,Q2,1.0
S24,Q3,0.0
S24,Q4,1.0
S24,Q5,1.0
S24,Q6,1.0
S24,Q7,1.0
S24,Q8,1.0
S24,Q9,1.0
S24,Q10,1.0
S24,Q11,0.0
S24,Q12,1.0
S24,Q13,1.0
S24,Q14,1.0
S24,Q15,0.0
S24,Q16,1.0
S25,Q1,0.0
S25,Q2,0.75
S25,Q3,1.0
S25,Q4,1.0
S25,Q5,0.6666666666666666
S25,Q6,0.0
S25,Q7,1.0
S25,Q8,0.0
S25,Q9,1.0
S25,Q10,1.0
S25,Q11,0.0
S25,Q12,0.0
S25,Q13,1.0
S25,Q14,1.0
S25,Q15,1.0
S25,Q16,1.0
S26,Q1,1.0
S26,Q2,0.75
S26,Q3,0.0
S26,Q4,1.0
S26,Q5,0.6666666666666666
S26,Q6,1.0
S26,Q7,1.0
S26,Q8,0.0
S26,Q9,1.0
S26,Q10,1.0
S26,Q11,1.0
S26,Q12,0.0
S26,Q13,1.0
S26,Q14,1.0
S26,Q15,0.0
S26,Q16,1.0
S27,Q1,1.0
S27,Q2,0.75
S27,Q3,1.0
S27,Q4,1.0
S27,Q5,0.3333333333333333
S27,Q6,1.0
S27,Q7,1.0
S27,Q8,1.0
S27,Q9,1.0
S27,Q10,1.0
S27,Q11,0.0
S27,Q12,1.0
S27,Q13,1.0
S27,Q14,1.0
S27,Q15,0.0
S27,Q16,1.0
S28,Q1,0.0
S28,Q2,0.75
S28,Q3,0.0
S28,Q4,0.5
S28,Q5,0.3333333333333333
S28,Q6,1.0
S28,Q7,1.0
S28,Q8,1.0
S28,Q9,1.0
S28,Q10,1.0
S28,Q11,1.0
S28,Q12,0.0
S28,Q13,1.0
S28,Q14,1.0
S28,Q15,0.0
S28,Q16,1.0
S29,Q1,1.0
S29,Q2,0.75
S29,Q3,0.0
S29,Q4,1.0
S29,Q5,1.0
S29,Q6,1.0
S29,Q7,1.0
S29,Q8,0.0
S29,Q9,1.0
S29,Q10,1.0
S29,Q11,1.0
S29,Q12,1.0
S29,Q13,1.0
S29,Q14,1.0
S29,Q15,1.0
S29,Q16,1.0
S30,Q1,1.0
S30,Q2,0.75
S30,Q3,0.0
S30,Q4,1.0
S30,Q5,1.0
S30,Q6,1.0
S30,Q7,1.0
S30,Q8,1.0
S30,Q9,1.0
S30,Q10,1.0
S30,Q11,1.0
S30,Q12,1.0
S30,Q13,1.0
S30,Q14,1.0
S30,Q15,0.0
S30,Q16,1.0
S31,Q1,0.0
S31,Q2,0.5
S31,Q3,0.0
S31,Q4,0.5
S31,Q5,0.0
S31,Q6,0.0
S31,Q7,1.0
S31,Q8,1.0
S31,Q9,0.0
S31,Q10,0.0
S31,Q11,0.0
S31,Q12,1.0
S31,Q13,1.0
S31,Q14,0.0
S31,Q15,0.0
S31,Q16,0.0
S32,Q1,1.0
S32,Q2,0.75
S32,Q3,1.0
S32,Q4,1.0
S32,Q5,0.6666666666666666
S32,Q6,1.0
S32,Q7,1.0
S32,Q8,1.0
S32,Q9,1.0
S32,Q10,1.0
S32,Q11,1.0
S32,Q12,1.0
S32,Q13,1.0
S32,Q14,1.0
S32,Q15,0.0
S32,Q16,1.0
S33,Q1,0.0
S33,Q2,0.75
S33,Q3,0.0
S33,Q4,1.0
S33,Q5,0.3333333333333333
S33,Q6,1.0
S33,Q7,0.0
S33,Q8,0.0
S33,Q9,1.0
S33,Q10,0.0
S33,Q11,1.0
S33,Q12,1.0
S33,Q13,0.5
S33,Q14,1.0
S33,Q15,0.0
S33,Q16,1.0
S34,Q1,1.0
S34,Q2,1.0
S34,Q3,1.0
S34,Q4,1.0
S34,Q5,0.6666666666666666
S34,Q6,1.0
S34,Q7,1.0
S34,Q8,1.0
S34,Q9,0.0
S34,Q10,1.0
S34,Q11,0.0
S34,Q12,1.0
S34,Q13,0.5
S34,Q14,1.0
S34,Q15,1.0
S34,Q16,1.0
S35,Q1,1.0
S35,Q2,0.75
S35,Q3,0.0
S35,Q4,1.0
S35,Q5,0.3333333333333333
S35,Q6,1.0
S35,Q7,1.0
S35,Q8,0.0
S35,Q9,0.0
S35,Q10,0.0
S35,Q11,1.0
S35,Q12,0.0
S35,Q13,1.0
S35,Q14,1.0
S35,Q15,0.0
S35,Q16,0.0
S36,Q1,1.0
S36,Q2,0.75
S36,Q3,1.0
S36,Q4,1.0
S36,Q5,1.0
S36,Q6,1.0
S36,Q7,1.0
S36,Q8,1.0
S36,Q9,1.0
S36,Q10,0.0
S36,Q11,1.0
S36,Q12,1.0
S36,Q13,1.0
S36,Q14,1.0
S36,Q15,0.0
S36,Q16,1.0
S37,Q1,1.0
S37,Q2,0.75
S37,Q3,1.0
S37,Q4,1.0
S37,Q5,0.6666666666666666
S37,Q6,1.0
S37,Q7,0.0
S37,Q8,1.0
S37,Q9,0.0
S37,Q10,1.0
S37,Q11,0.0
S37,Q12,1.0
S37,Q13,1.0
S37,Q14,0.0
S37,Q15,0.0
S37,Q16,0.0
S38,Q1,1.0
S38,Q2,0.75
S38,Q3,0.0
S38,Q4,1.0
S38,Q5,0.3333333333333333
S38,Q6,0.0
S38,Q7,0.0
S38,Q8,0.0
S38,Q9,1.0
S38,Q10,0.0
S38,Q11,1.0
S38,Q12,1.0
S38,Q13,1.0
S38,Q14,0.0
S38,Q15,0.0
S38,Q16,1.0
S39,Q1,0.0
S39,Q2,0.5
S39,Q3,0.0
S39,Q4,1.0
S39,Q5,0.6666666666666666
S39,Q6,1.0
S39,Q7,1.0
S39,Q8,1.0
S39,Q9,1.0
S39,Q10,1.0
S39,Q11,0.0
S39,Q12,1.0
S39,Q13,1.0
S39,Q14,0.5
S39,Q15,0.0
S39,Q16,1.0
S40,Q1,1.0
S40,Q2,0.75
S40,Q3,0.0
S40,Q4,1.0
S40,Q5,1.0
S40,Q6,1.0
S40,Q7,1.0
S40,Q8,1.0
S40,Q9,1.0
S40,Q10,1.0
S40,Q11,1.0
S40,Q12,0.0
S40,Q13,1.0
S40,Q14,1.0
S40,Q15,1.0
S40,Q16,0.0
S41,Q1,1.0
S41,Q2,0.5
S41,Q3,1.0
S41,Q4,1.0
S41,Q5,0.6666666666666666
S41,Q6,1.0
S41,Q7,1.0
S41,Q8,0.0
S41,Q9,1.0
S41,Q10,1.0
S41,Q11,1.0
S41,Q12,1.0
S41,Q13,1.0
S41,Q14,1.0
S41,Q15,1.0
S41,Q16,1.0
S42,Q1,0.0
S42,Q2,0.75
S42,Q3,1.0
S42,Q4,1.0
S42,Q5,1.0
S42,Q6,1.0
S42,Q7,0.0
S42,Q8,1.0
S42,Q9,1.0
S42,Q10,1.0
S42,Q11,1.0
S42,Q12,1.0
S42,Q13,1.0
S42,Q14,1.0
S42,Q15,1.0
S42,Q16,1.0
S43,Q1,0.0
S43,Q2,0.75
S43,Q3,1.0
S43,Q4,1.0
S43,Q5,0.6666666666666666
S43,Q6,1.0
S43,Q7,0.0
S43,Q8,1.0
S43,Q9,1.0
S43,Q10,1.0
S43,Q11,0.0
S43,Q12,1.0
S43,Q13,1.0
S43,Q14,1.0
S43,Q15,1.0
S43,Q16,0.0
S44,Q1,1.0
S44,Q2,0.75
S44,Q3,0.0
S44,Q4,1.0
S44,Q5,1.0
S44,Q6,1.0
S44,Q7,1.0
S44,Q8,0.0
S44,Q9,1.0
S44,Q10,1.0
S44,Q11,1.0
S44,Q12,1.0
S44,Q13,1.0
S44,Q14,1.0
S44,Q15,0.0
S44,Q16,1.0
S45,Q1,1.0
S45,Q2,0.75
S45,Q3,1.0
S45,Q4,1.0
S45,Q5,1.0
S45,Q6,1.0
S45,Q7,1.0
S45,Q8,1.0
S45,Q9,1.0
S45,Q10,1.0
S45,Q11,1.0
S45,Q12,0.0
S45,Q13,1.0
S45,Q14,1.0
S45,Q15,1.0
S45,Q16,1.0
S46,Q1,0.0
S46,Q2,0.25
S46,Q3,0.0
S46,Q4,0.0
S46,Q5,0.3333333333333333
S46,Q6,0.0
S46,Q7,0.0
S46,Q8,0.0
S46,Q9,0.0
S46,Q10,1.0
S46,Q11,0.0
S46,Q12,1.0
S46,Q13,0.0
S46,Q14,0.0
S46,Q15,0.0
S46,Q16,0.0
S47,Q1,1.0
S47,Q2,1.0
S47,Q3,1.0
S47,Q4,1.0
S47,Q5,1.0
S47,Q6,1.0
S47,Q7,1.0
S47,Q8,1.0
S47,Q9,1.0
S47,Q10,1.0
S47,Q11,1.0
S47,Q12,1.0
S47,Q13,1.0
S47,Q14,1.0
S47,Q15,1.0
S47,Q16,1.0
S48,Q1,0.0
S48,Q2,0.5
S48,Q3,0.0
S48,Q4,0.0
S48,Q5,0.0
S48,Q6,0.0
S48,Q7,1.0
S48,Q8,0.0
S48,Q9,0.0
S48,Q10,1.0
S48,Q11,0.0
S48,Q12,1.0
S48,Q13,1.0
S48,Q14,1.0
S48,Q15,0.0
S48,Q16,0.0
S49,Q1,0.0
S49,Q2,0.75
S49,Q3,0.0
S49,Q4,1.0
S49,Q5,0.3333333333333333
S49,Q6,1.0
S49,Q7,1.0
S49,Q8,0.0
S49,Q9,0.0
S49,Q10,1.0
S49,Q11,0.0
S49,Q12,1.0
S49,Q13,1.0
S49,Q14,1.0
S49,Q15,1.0
S49,Q16,1.0
S50,Q1,0.0
S50,Q2,0.75
S50,Q3,1.0
S50,Q4,1.0
S50,Q5,1.0
S50,Q6,1.0
S50,Q7,1.0
S50,Q8,1.0
S50,Q9,1.0
S50,Q10,1.0
S50,Q11,1.0
S50,Q12,1.0
S50,Q13,1.0
S50,Q14,1.0
S50,Q15,1.0
S50,Q16,1.0
S51,Q1,0.0
S51,Q2,0.75
S51,Q3,1.0
S51,Q4,1.0
S51,Q5,1.0
S51,Q6,1.0
S51,Q7,1.0
S51,Q8,0.0
S51,Q9,1.0
S51,Q10,1.0
S51,Q11,1.0
S51,Q12,1.0
S51,Q13,1.0
S51,Q14,1.0
S51,Q15,1.0
S51,Q16,1.0
S52,Q1,1.0
S52,Q2,0.75
S52,Q3,1.0
S52,Q4,1.0
S52,Q5,1.0
S52,Q6,1.0
S52,Q7,1.0
S52,Q8,1.0
S52,Q9,1.0
S52,Q10,1.0
S52,Q11,1.0
S52,Q12,1.0
S52,Q13,1.0
S52,Q14,1.0
S52,Q15,1.0
S52,Q16,1.0
S53,Q1,0.0
S53,Q2,0.5
S53,Q3,1.0
S53,Q4,0.5
S53,Q5,0.6666666666666666
S53,Q6,0.0
S53,Q7,1.0
S53,Q8,0.0
S53,Q9,1.0
S53,Q10,0.0
S53,Q11,0.0
S53,Q12,1.0
S53,Q13,1.0
S53,Q14,0.0
S53,Q15,0.0
S53,Q16,0.0
S54,Q1,1.0
S54,Q2,0.75
S54,Q3,0.0
S54,Q4,1.0
S54,Q5,1.0
S54,Q6,1.0
S54,Q7,1.0
S54,Q8,0.0
S54,Q9,1.0
S54,Q10,1.0
S54,Q11,1.0
S54,Q12,1.0
S54,Q13,0.5
S54,Q14,1.0
S54,Q15,0.0
S54,Q16,1.0
S55,Q1,1.0
S55,Q2,0.75
S55,Q3,1.0
S55,Q4,1.0
S55,Q5,1.0
S55,Q6,1.0
S55,Q7,0.0
S55,Q8,0.0
S55,Q9,1.0
S55,Q10,0.0
S55,Q11,0.0
S55,Q12,1.0
S55,Q13,1.0
S55,Q14,1.0
S55,Q15,1.0
S55,Q16,1.0
S56,Q1,1.0
S56,Q2,0.75
S56,Q3,1.0
S56,Q4,1.0
S56,Q5,1.0
S56,Q6,1.0
S56,Q7,1.0
S56,Q8,1.0
S56,Q9,1.0
S56,Q10,0.0
S56,Q11,1.0
S56,Q12,1.0
S56,Q13,1.0
S56,Q14,1.0
S56,Q15,0.0
S56,Q16,1.0
S57,Q1,1.0
S57,Q2,1.0
S57,Q3,1.0
S57,Q4,1.0
S57,Q5,1.0
S57,Q6,1.0
S57,Q7,1.0
S57,Q8,1.0
S57,Q9,1.0
S57,Q10,1.0
S57,Q11,0.0
S57,Q12,1.0
S57,Q13,1.0
S57,Q14,1.0
S57,Q15,1.0
S57,Q16,1.0
S58,Q1,1.0
S58,Q2,0.75
S58,Q3,0.0
S58,Q4,1.0
S58,Q5,0.6666666666666666
S58,Q6,1.0
S58,Q7,1.0
S58,Q8,0.0
S58,Q9,1.0
S58,Q10,1.0
S58,Q11,1.0
S58,Q12,1.0
S58,Q13,1.0
S58,Q14,1.0
S58,Q15,0.0
S58,Q16,1.0
S59,Q1,1.0
S59,Q2,1.0
S59,Q3,0.0
S59,Q4,0.0
S59,Q5,0.3333333333333333
S59,Q6,0.0
S59,Q7,1.0
S59,Q8,0.0
S59,Q9,0.0
S59,Q10,0.0
S59,Q11,0.0
S59,Q12,0.0
S59,Q13,1.0
S59,Q14,0.0
S59,Q15,0.0
S59,Q16,0.0
S60,Q1,0.0
S60,Q2,1.0
S60,Q3,1.0
S60,Q4,1.0
S60,Q5,1.0
S60,Q6,1.0
S60,Q7,1.0
S60,Q8,0.0
S60,Q9,1.0
S60,Q10,0.0
S60,Q11,1.0
S60,Q12,1.0
S60,Q13,1.0
S60,Q14,1.0
S60,Q15,1.0
S60,Q16,1.0
S61,Q1,0.0
S61,Q2,0.75
S61,Q3,0.0
S61,Q4,0.5
S61,Q5,0.3333333333333333
S61,Q6,0.0
S61,Q7,1.0
S61,Q8,0.0
S61,Q9,1.0
S61,Q10,1.0
S61,Q11,1.0
S61,Q12,1.0
S61,Q13,1.0
S61,Q14,1.0
S61,Q15,0.0
S61,Q16,1.0
S62,Q1,0.0
S62,Q2,1.0
S62,Q3,1.0
S62,Q4,1.0
S62,Q5,0.6666666666666666
S62,Q6,1.0
S62,Q7,1.0
S62,Q8,0.0
S62,Q9,1.0
S62,Q10,1.0
S62,Q11,1.0
S62,Q12,1.0
S62,Q13,0.5
S62,Q14,0.0
S62,Q15,0.0
S62,Q16,1.0
S63,Q1,1.0
S63,Q2,0.5
S63,Q3,1.0
S63,Q4,1.0
S63,Q5,1.0
S63,Q6,1.0
S63,Q7,1.0
S63,Q8,1.0
S63,Q9,1.0
S63,Q10,1.0
S63,Q11,1.0
S63,Q12,1.0
S63,Q13,1.0
S63,Q14,1.0
S63,Q15,1.0
S63,Q16,0.0
S64,Q1,1.0
S64,Q2,0.75
S64,Q3,1.0
S64,Q4,1.0
S64,Q5,1.0
S64,Q6,1.0
S64,Q7,0.0
S64,Q8,1.0
S64,Q9,1.0
S64,Q10,1.0
S64,Q11,1.0
S64,Q12,1.0
S64,Q13,1.0
S64,Q14,1.0
S64,Q15,1.0
S64,Q16,1.0
S65,Q1,1.0
S65,Q2,0.75
S65,Q3,1.0
S65,Q4,0.5
S65,Q5,0.3333333333333333
S65,Q6,0.0
S65,Q7,1.0
S65,Q8,1.0
S65,Q9,0.0
S65,Q10,0.0
S65,Q11,0.0
S65,Q12,1.0
S65,Q13,1.0
S65,Q14,0.0
S65,Q15,1.0
S65,Q16,0.0
S66,Q1,0.0
S66,Q2,0.25
S66,Q3,1.0
S66,Q4,1.0
S66,Q5,0.6666666666666666
S66,Q6,1.0
S66,Q7,1.0
S66,Q8,0.0
S66,Q9,1.0
S66,Q10,1.0
S66,Q11,1.0
S66,Q12,1.0
S66,Q13,1.0
S66,Q14,0.5
S66,Q15,1.0
S66,Q16,1.0
S67,Q1,1.0
S67,Q2,0.75
S67,Q3,1.0
S67,Q4,1.0
S67,Q5,1.0
S67,Q6,1.0
S67,Q7,1.0
S67,Q8,1.0
S67,Q9,1.0
S67,Q10,1.0
S67,Q11,1.0
S67,Q12,1.0
S67,Q13,1.0
S67,Q14,1.0
S67,Q15,1.0
S67,Q16,1.0
S68,Q1,1.0
S68,Q2,0.5
S68,Q3,1.0
S68,Q4,1.0
S68,Q5,1.0
S68,Q6,1.0
S68,Q7,1.0
S68,Q8,1.0
S68,Q9,1.0
S68,Q10,1.0
S68,Q11,0.0
S68,Q12,1.0
S68,Q13,1.0
S68,Q14,1.0
S68,Q15,0.0
S68,Q16,1.0
S69,Q1,0.0
S69,Q2,1.0
S69,Q3,1.0
S69,Q4,0.5
S69,Q5,0.0
S69,Q6,0.0
S69,Q7,0.0
S69,Q8,1.0
S69,Q9,0.0
S69,Q10,0.0
S69,Q11,0.0
S69,Q12,1.0
S69,Q13,0.0
S69,Q14,0.0
S69,Q15,0.0
S69,Q16,0.0
S70,Q1,1.0
S70,Q2,0.75
S70,Q3,1.0
S70,Q4,1.0
S70,Q5,1.0
S70,Q6,1.0
S70,Q7,1.0
S70,Q8,1.0
S70,Q9,1.0
S70,Q10,1.0
S70,Q11,1.0
S70,Q12,0.0
S70,Q13,1.0
S70,Q14,1.0
S70,Q15,1.0
S70,Q16,0.0
S71,Q1,1.0
S71,Q2,0.75
S71,Q3,0.0
S71,Q4,1.0
S71,Q5,1.0
S71,Q6,1.0
S71,Q7,1.0
S71,Q8,1.0
S71,Q9,1.0
S71,Q10,0.0
S71,Q11,0.0
S71,Q12,0.0
S71,Q13,1.0
S71,Q14,1.0
S71,Q15,0.0
S71,Q16,0.0
S72,Q1,1.0
S72,Q2,0.75
S72,Q3,1.0
S72,Q4,1.0
S72,Q5,1.0
S72,Q6,1.0
S72,Q7,1.0
S72,Q8,1.0
S72,Q9,1.0
S72,Q10,1.0
S72,Q11,1.0
S72,Q12,1.0
S72,Q13,1.0
S72,Q14,1.0
S72,Q15,1.0
S72,Q16,1.0
S73,Q1,0.0
S73,Q2,0.25
S73,Q3,1.0
S73,Q4,1.0
S73,Q5,0.6666666666666666
S73,Q6,1.0
S73,Q7,1.0
S73,Q8,0.0
S73,Q9,1.0
S73,Q10,1.0
S73,Q11,1.0
S73,Q12,1.0
S73,Q13,1.0
S73,Q14,0.5
S73,Q15,1.0
S73,Q16,1.0
S74,Q1,1.0
S74,Q2,0.75
S74,Q3,1.0
S74,Q4,1.0
S74,Q5,1.0
S74,Q6,1.0
S74,Q7,1.0
S74,Q8,1.0
S74,Q9,1.0
S74,Q10,0.0
S74,Q11,1.0
S74,Q12,1.0
S74,Q13,1.0
S74,Q14,1.0
S74,Q15,1.0
S74,Q16,1.0
S75,Q1,1.0
S75,Q2,1.0
S75,Q3,1.0
S75,Q4,1.0
S75,Q5,1.0
S75,Q6,1.0
S75,Q7,1.0
S75,Q8,1.0
S75,Q9,1.0
S75,Q10,0.0
S75,Q11,0.0
S75,Q12,1.0
S75,Q13,1.0
S75,Q14,1.0
S75,Q15,0.0
S75,Q16,0.0
S76,Q1,0.0
S76,Q2,0.75
S76,Q3,1.0
S76,Q4,1.0
S76,Q5,1.0
S76,Q6,1.0
S76,Q7,1.0
S76,Q8,1.0
S76,Q9,1.0
S76,Q10,1.0
S76,Q11,1.0
S76,Q12,1.0
S76,Q13,1.0
S76,Q14,1.0
S76,Q15,0.0
S76,Q16,1.0
S77,Q1,1.0
S77,Q2,0.75
S77,Q3,0.0
S77,Q4,1.0
S77,Q5,1.0
S77,Q6,1.0
S77,Q7,1.0
S77,Q8,0.0
S77,Q9,0.0
S77,Q10,1.0
S77,Q11,0.0
S77,Q12,0.0
S77,Q13,0.5
S77,Q14,0.5
S77,Q15,0.0
S77,Q16,1.0
S78,Q1,1.0
S78,Q2,0.75
S78,Q3,1.0
S78,Q4,1.0
S78,Q5,0.6666666666666666
S78,Q6,1.0
S78,Q7,1.0
S78,Q8,1.0
S78,Q9,1.0
S78,Q10,0.0
S78,Q11,1.0
S78,Q12,1.0
S78,Q13,0.5
S78,Q14,1.0
S78,Q15,1.0
S78,Q16,0.0
S79,Q1,0.0
S79,Q2,0.25
S79,Q3,0.0
S79,Q4,0.5
S79,Q5,0.3333333333333333
S79,Q6,1.0
S79,Q7,0.0
S79,Q8,0.0
S79,Q9,0.0
S79,Q10,0.0
